400,442,503,420,481,388,386,406
388,401,478,385,463,362,376,369
378,364,462,355,443,329,367,342
367,336,442,325,430,305,367,315
360,311,428,304,406,284,347,294
352,286,415,284,408,267,347,272
16,660,203,632,197,556,29,592
40,574,206,539,210,485,55,513
68,495,214,477,212,431,78,446
113,394,221,386,220,359,119,367
131,333,231,331,229,312,132,315
141,311,229,306,233,292,143,296
157,273,235,270,232,260,158,262
159,253,237,250,234,239,162,239
