523,631,579,582,538,563,474,622
522,643,580,670,648,608,594,586
605,667,664,692,721,619,664,603
681,692,734,712,794,638,731,629
755,721,813,745,873,671,798,648
834,748,886,765,953,684,892,669
908,774,989,808,1041,711,958,690
1002,805,1059,825,1109,729,1048,715
1096,826,1159,853,1209,754,1138,738
1204,851,1278,864,1304,775,1225,761
194,818,235,854,323,769,275,735
238,854,310,868,367,824,321,784
